"","temp2.Liczba_pokoi","temp2.Cena4m2"
"394",3,5557.37704918033
"395",3,4923.07692307692
"396",3,5000
"397",3,5298.21428571429
"398",5,5716.46341463415
"399",3,4633.33333333333
"400",4,5159.23566878981
"401",4,4357.14285714286
"402",3,5617.02127659574
"403",3,4101.28205128205
"404",3,4982.75862068965
"405",3,4386.66666666667
"406",5,6000
"407",3,4655.55555555556
"408",4,5946.2915601023
"409",3,5074.62686567164
"410",3,5797.10144927536
"411",4,4039.39393939394
"412",3,5993.99656946827
"413",3,4800
"414",3,5526.34095037766
"415",3,5869.5652173913
"416",3,6200
"417",3,6050
"418",3,3732.39436619718
"419",3,4982.14285714286
"420",3,6144.06779661017
"421",3,5113.63636363636
"422",4,4266.66666666667
"423",3,5804.74934036939
"424",3,3576.92307692308
"425",3,5548.38709677419
"426",3,4642.85714285714
"427",3,5134.28120063191
"428",3,5399.18809201624
"429",3,4298.64253393665
"430",4,4593.59659947895
"431",4,3905.40540540541
"432",3,6200
"433",3,4421.875
"434",3,4557.39224470879
"435",3,6250.0089493467
"436",5,4318.18181818182
"437",5,4153.84615384615
"438",4,6050
"439",5,6199.23575935306
"440",3,3698.98847631242
"441",3,4708.66141732283
"442",4,3752.29357798165
"443",3,5750
"444",3,5089.28571428571
"445",3,5030.48780487805
"446",3,5833.33333333333
"447",3,5060.24096385542
"448",3,6200
"449",3,6200
"450",3,5924.59264236519
"451",3,5507.99025266128
"452",6,3456.79012345679
"453",4,5576.27118644068
"454",3,4199.06687402799
"455",3,4849.31506849315
"456",4,5084.74576271186
"457",4,2980.96672600301
"458",3,4745.04249291785
"459",3,3287.67123287671
"460",3,5469.38775510204
"461",3,5000
"462",4,5056.1797752809
"463",4,5369.23076923077
"464",3,6200
"465",3,5810.0073313783
"466",3,4530.74433656958
"467",3,5452.83018867925
"468",4,5453.0303030303
"469",4,3882.35294117647
"470",4,4415.92920353982
"471",3,4386.66666666667
"472",3,4761.90476190476
"473",4,5675.67567567568
"474",3,4655.1724137931
"475",3,6150
"476",4,6000
"477",4,4701.70454545455
"478",4,6200
"479",4,4058.82352941176
"480",4,6050
"481",3,4665.6298600311
"482",3,5900
"483",3,5066.03773584906
"484",4,5234.375
"485",4,4298.92141756549
"486",3,5600
"487",3,5797.2972972973
"488",3,6150
"489",3,6020.83333333333
"490",3,5230.0157425223
"491",4,5020.35278154681
"492",3,4711.53846153846
"493",3,5844.8275862069
"494",3,6209.99476713762
"495",3,5377.35849056604
"496",4,3999
"497",3,4630.13698630137
"498",3,6050
"499",3,5884.95575221239
"500",3,3718.30985915493
"501",5,3793.95885013863
"502",3,5700
"503",3,5203.125
"504",3,5072.46376811594
"505",3,4639.53488372093
"506",4,5738.33806818182
"507",4,6210.00513083633
"508",3,5965.80818758409
"509",3,5188.67924528302
"510",3,5358.97435897436
"511",3,6131.86813186813
"512",3,5789.47368421053
"513",3,5701.2987012987
"514",3,4280.15564202335
"515",3,5250
"516",3,4880.95238095238
"517",3,5812.5
"518",4,4455.35714285714
"519",4,5119.21458625526
"520",3,6089.13684210526
"521",3,4886.79245283019
"522",3,5131.57894736842
"523",3,4526.51515151515
"524",3,4533.8936193741
"525",4,5237.5
"526",4,5777.99072265625
"527",3,6100
"528",3,4692.30769230769
"529",3,4333.33333333333
"530",4,4267.99961549553
"531",3,5486.54244306418
"532",3,3716.81415929204
"533",3,4285.71428571429
"534",4,4000
"535",3,4557.39224470879
"536",3,5661.29032258064
"537",3,4987.5
"538",3,5594.5945945946
"539",3,4971.09826589595
"540",3,6150
"541",3,5018.93939393939
"542",3,6000
"543",3,3888.88888888889
"544",3,5965.80320896965
"545",3,5329.76827094474
"546",3,4803.57142857143
"547",3,2995.65846599132
"548",3,5948.50948509485
"549",3,5102.04081632653
"550",3,4469.69696969697
"551",3,5296.875
"552",3,3333.33333333333
"553",3,6230.76923076923
"554",4,4729.72972972973
"555",3,5504
"556",4,5705.55555555556
"557",3,6200
"558",4,4572.51908396947
"559",3,3488.71733966746
"560",4,5468.75
"561",3,5161.29032258064
"562",3,5868.80242985247
"563",3,4378.0487804878
"564",4,4138.8518024032
"565",4,5750
"566",3,5660
"567",3,5765.625
"568",3,6026.31578947368
"569",4,5675.67567567568
"570",3,5067.79661016949
"571",4,5000
"572",3,5150.70583746662
"573",4,5237.5
"574",3,5333.33333333333
"575",3,4359.375
"576",3,5067.79661016949
"577",3,5393.93939393939
"578",3,4226.47527910686
"579",4,3000
"580",3,6170.21276595745
"581",4,3671.97062423501
"582",3,5851.06382978723
"583",4,4589.66131907308
"584",4,3461.53846153846
"585",3,4693.29529243937
"586",3,6100
"587",4,6199.29704569203
"588",3,5149.50166112957
"589",3,4285.71428571429
"590",3,3951.65039516504
"591",3,4633.33333333333
"592",3,4718.30985915493
"593",3,5775.86206896552
"594",3,6150
"595",3,5710.0071864894
"596",3,5750
"597",4,5012.90322580645
"598",5,4290
"599",4,4788.7323943662
"600",3,4545.45454545455
"601",3,3468.35443037975
"602",3,6000
"603",3,5452.83018867925
"604",3,4881.59609120521
"605",3,3865.71719226857
"606",4,4590.27834910188
"607",3,5104.16666666667
"608",3,6150
"609",3,5066.03773584906
"610",4,5832.00245700246
"611",3,6119.40298507463
"612",3,4236.36363636364
"613",3,4606.74157303371
"614",3,4567.56756756757
"615",4,4375
"616",3,5067.79661016949
"617",4,6050
"618",3,4619.18739378959
"619",3,5709.99836092444
"620",3,5680
"621",4,2459.01639344262
"622",3,5754.71698113208
"623",3,4656.25
"624",3,4715.02590673575
"625",3,5357.14285714286
"626",3,6208.33333333333
"627",3,4617.85570874046
"628",4,5723.99248880543
"629",3,4614.1975308642
"630",3,4850.86342229199
"631",4,4375
"632",3,4575.53956834532
"633",4,4200
"634",3,5039.87240829346
"635",4,5658.43621399177
"636",4,4788.7323943662
"637",3,4531.25
"638",4,4067.79661016949
"639",3,6140.35087719298
"640",3,5617.02127659574
"641",3,5067.79661016949
"642",3,5290.51987767584
"643",5,4661.01694915254
"644",3,5514.69117647059
"645",3,5810.12658227848
"646",3,5714.77311497782
"647",3,4480.51948051948
"648",3,4966.46026831785
"649",3,5965.80320896965
"650",3,5810.00707213579
"651",3,5230.76923076923
"652",3,5900
"653",3,4515.10333863275
"654",3,4571.42857142857
"655",3,5890.625
"656",4,3986.66666666667
"657",3,4982.14285714286
"658",3,5672.41379310345
"659",4,5346.59388319749
"660",4,4030.3738317757
"661",3,4647.67616191904
"662",3,4859.81308411215
"663",4,5129.65050732807
"664",3,6150.0092575449
"665",3,5940
"666",4,4838.70967741936
"667",3,4560.43956043956
"668",4,4296.57794676806
"669",4,4298.7012987013
"670",3,6000
"671",3,5084.96395468589
"672",3,4121.30637636081
"673",3,4310.81081081081
"674",4,5724.44193274936
"675",3,6050
"676",3,3784.81012658228
"677",4,4833.33333333333
"678",3,6050
"679",4,3700
"680",3,5056.60377358491
"681",3,5370.37037037037
"682",3,5851.06382978723
"683",3,5104.16666666667
"684",3,5000
"685",3,5095.54140127389
"686",3,6050.01054629825
"687",3,5975.72362278245
"688",4,3575
"689",3,5800
"690",3,4053.09734513274
"691",3,4886.79245283019
"692",3,4266.66666666667
"693",3,4887.21804511278
"694",5,3456.22119815668
"695",3,5156.03799185889
"696",3,4773.14719770068
"697",3,5000
"698",3,5083.33333333333
"699",4,3371.90307650422
"700",5,4991.37931034483
"701",3,4776.57935285054
"702",3,5132.35294117647
"703",3,4366.1312958054
"704",4,5808.29558690307
"705",4,4459.45945945946
"706",4,3500
"707",4,5660.00289309996
"708",3,4886.68555240793
"709",3,6038.13559322034
"710",3,5700
"711",4,4196.26168224299
"712",3,3558.18181818182
"713",3,5492.53731343284
"714",4,4538.46153846154
"715",4,3400
"716",3,5230.76923076923
"717",3,4785.71428571429
"718",3,4919.35483870968
"719",4,5197.91666666667
"720",3,4649.26590538336
"721",3,5580.04587155963
"722",3,4925.37313432836
"723",3,6050.0092575449
"724",3,6150
"725",4,2443.28097731239
"726",4,5654.59327217125
"727",4,5848.60515021459
"728",3,5416.66666666667
"729",3,6064.28571428571
"730",6,6137.93103448276
"731",3,4800
"732",4,5437.5
"733",4,5760.00312109863
"734",3,5915.25423728814
"735",3,6050
"736",3,4493.67088607595
"737",3,6000
"738",4,5705.55555555556
"739",3,5651.49136577708
"740",3,4268.29268292683
"741",6,4970.17892644135
"742",3,5511.00548446069
"743",4,4391.89189189189
"744",4,4705.14429109159
"745",3,5134.47432762836
"746",3,4843.75
"747",3,4391.89189189189
"748",3,5810.00893655049
"749",3,5415.49953314659
"750",4,4195.8041958042
"751",3,5560.00326637269
"752",3,5900
"753",4,4569.44444444444
"754",3,5512.82051282051
"755",3,2990
"756",3,5391.89189189189
"757",3,5882.35294117647
"758",4,5129.65050732807
"759",4,5353.53535353535
"760",3,5416.66666666667
"761",4,6000
"762",4,4602.5641025641
"763",3,5078.94736842105
"764",3,5944.5178335535
"765",4,5832.00245700246
"766",3,4982.14285714286
"767",3,4281.25
"768",4,4539.16412953224
"769",3,4391.89189189189
"770",3,5700
"771",3,4066.61898436702
"772",4,4545.45454545455
"773",3,5686.85376661743
"774",3,6250
"775",3,4776.11940298507
"776",3,6093.01724137931
"777",4,3629.03225806452
"778",4,5000
"779",3,4027.42155525239
"780",3,5072.46376811594
"781",3,4984.84848484848
"782",3,5860.00406256348
"783",3,4656.25
"784",3,3386.36363636364
"785",4,4892.1568627451
"786",3,5909.09090909091
"787",3,4843.75
"788",3,5638.29787234043
"789",3,4362.63736263736
"790",3,4656.25
"791",4,5759.99709808474
"792",5,5000
"793",3,4727.9792746114
"794",3,5800
"795",4,5119.21458625526
"796",3,3705.12820512821
"797",3,3158.53658536585
"798",3,4675.32467532467
"799",4,4864.86486486487
"800",3,4230.92670943087
"801",3,6150.00960984048
"802",3,3932.58426966292
"803",3,4397.84946236559
"804",3,4873.01587301587
"805",3,4886.79245283019
"806",3,4424.77876106195
"807",3,6057.69230769231
"808",3,5717.00883946393
"809",3,4817.98715203426
"810",4,4779.87421383648
"811",3,3693.57627118644
"812",6,4000
"813",3,5440
"814",3,5621.05263157895
"815",4,4802.25988700565
"816",3,3152.4926686217
"817",4,4919.35483870968
"818",3,4382.02247191011
"819",3,5939.99688133479
"820",3,4523.80952380952
"821",4,3150
"822",3,4723.07692307692
"823",3,5833.33333333333
"824",5,6162.79069767442
"825",4,5500
"826",3,5965.80911233307
"827",3,5094.04388714734
"828",3,5588.59111791731
"829",4,4802.25988700565
"830",3,5980.39215686274
"831",5,5555.55555555555
"832",3,5924.58636152776
"833",3,3554.50236966825
"834",3,5520.83333333333
"835",3,5900
"836",3,5104.16666666667
"837",3,5800
"838",3,4557.48309320788
"839",3,6170.21276595745
"840",4,5750
"841",3,6156.00771794422
"842",3,4472.72727272727
"843",3,6050
"844",3,5710.00352236703
"845",3,4515.70680628272
"846",3,5606.06060606061
"847",3,6100
"848",3,5671.64179104478
"849",3,5485.43689320388
"850",4,5468.75
"851",3,6000
"852",3,4074.07407407407
"853",3,4164.55696202532
"854",3,4338.23529411765
"855",3,5477.3082942097
"856",3,6100
"857",3,5198.77675840979
"858",5,5000
"859",3,6153.84615384615
"860",4,4802.25988700565
"861",3,5436.36363636364
"862",3,3680.55555555556
"863",3,6150
"864",3,5604.16666666667
"865",3,5977.27272727273
"866",3,5405.66037735849
"867",3,5078.125
"868",4,4746.83544303797
"869",4,5505.26315789474
"870",3,5072.46376811594
"871",3,5161.29032258064
"872",3,5000
"873",3,4730.35439137134
"874",3,6188.5013862542
"875",3,5964.91228070175
"876",3,5492.53731343284
"877",3,5188.67924528302
"878",3,5963.30275229358
"879",3,3329.76028064705
"880",3,5900
"881",4,5710
"882",3,6026.31578947368
"883",3,6150
"884",3,4843.75
"885",3,4783.30658105939
"886",3,4062.10762331839
"887",3,5863.74182661886
"888",3,3336.66048766576
"889",3,6150.01058201058
"890",3,5965.80540976988
"891",3,4362.63736263736
"892",4,6000
"893",3,6100
"894",3,5366.84782608696
"895",4,4716.21621621622
"896",3,4810.72555205047
"897",3,4250
"898",3,6050.0092575449
"899",4,5948.71794871795
"900",3,4076.92307692308
"901",3,4738.51030110935
"902",3,5579.5245398773
"903",3,6100
"904",4,6000
"905",3,6122.44897959184
"906",3,5965.80890107572
"907",4,5063.49206349206
"908",3,5279.41176470588
"909",3,5965.80164956749
"910",4,6024.09638554217
"911",3,4394.3661971831
"912",3,5809.99818873392
"913",4,4864.86486486487
"914",4,4177.89757412399
"915",5,3944.66403162055
"916",3,4875
"917",3,5000
"918",3,5960
"919",3,4066.66666666667
"920",4,4122.72291466922
"921",3,4633.33333333333
"922",3,5500
"923",3,5937.5
"924",3,5504
"925",3,4386.66666666667
"926",3,3804.34782608696
"927",3,3718.30985915493
"928",5,5071.42857142857
"929",4,4082.91457286432
"930",3,5327.24505327245
"931",3,4921.875
"932",3,4087.19346049046
"933",4,3680.20304568528
"934",5,5497.20254957507
"935",4,3575
"936",3,4656.25
"937",3,4320.98765432099
"938",5,2828.98919262556
"939",3,6100
"940",3,4769.23076923077
"941",4,2527.92413066386
"942",4,4589.00836320191
"943",3,6145.83333333333
"944",3,4575.53956834532
"945",3,5250
"946",3,5671.64179104478
"947",3,5602.53699788584
"948",3,5965.79110651499
"949",3,4617.85570874046
"950",3,5209.9533437014
"951",3,2894.54545454545
"952",3,5823.52941176471
"953",3,6100
"954",4,5000
"955",3,5629.03225806452
"956",3,4764.70588235294
"957",3,4680.13468013468
"958",4,5507.98820204006
"959",3,3796.875
"960",3,5600
"961",3,5000
"962",4,3807.69230769231
"963",3,3809.52380952381
"964",4,5203.125
"965",4,3620.96774193548
"966",3,4634.52566096423
"967",4,5705.55555555556
"968",3,4604.3956043956
"969",3,6068.55144272807
"970",4,5722.69914926528
"971",3,5902.19444444444
"972",3,4120.87912087912
"973",3,5104.16666666667
"974",3,5369.45812807882
"975",3,5771.70418006431
"976",3,6150
"977",3,6037.7358490566
"978",3,5900
"979",3,6050.0092575449
"980",4,3483.3204034135
"981",3,4552.23880597015
"982",4,3967.74193548387
"983",3,4220.77922077922
"984",3,4430.55555555556
"985",3,5629.60364784286
"986",4,4847.22222222222
"987",3,5058.51755526658
"988",3,5557.14285714286
"989",3,4828.125
"990",4,5237.5
"991",3,5900
"992",4,4375
"993",3,4867.92452830189
"994",3,5346.63865546218
"995",3,5965.80320896965
"996",4,4593.15782256959
"997",4,4729.72972972973
"998",4,5071.54213036566
"999",3,5215.38461538462
"1000",3,5072.46376811594
"1001",5,5149.25373134328
"1002",4,5902.20551378446
"1003",3,4764.70588235294
"1004",3,4662.9715981348
"1005",5,4318.18181818182
"1006",3,6100
"1007",3,4375
"1008",3,4802.63157894737
"1009",3,3651.68539325843
"1010",3,4458.59872611465
"1011",3,4461.53846153846
"1012",3,5452.83018867925
"1013",3,5924.59854014599
"1014",3,5965.80911233307
"1015",4,4138.46153846154
"1016",4,4266.66666666667
"1017",3,3769.23076923077
"1018",3,4359.375
"1019",3,5312.5
"1020",4,5246.69909659486
"1021",3,5415.49953314659
"1022",4,6050
"1023",3,6170.21276595745
"1024",3,5061.53846153846
"1025",3,5965.80320896965
"1026",3,4746.03174603175
"1027",3,5810.12658227848
"1028",3,5900
"1029",5,5139.70588235294
"1030",3,5079.36507936508
"1031",3,5993.99656946827
"1032",3,5351.85185185185
"1033",3,5067.79661016949
"1034",3,5500
"1035",3,5936.17021276596
"1036",3,6150.00960984048
"1037",4,4755.94493116395
"1038",3,5625
"1039",3,4921.875
"1040",3,3888.88888888889
"1041",3,5867.58691206544
"1042",3,4444.44444444444
"1043",4,4225.14619883041
"1044",3,5924.58498023715
"1045",3,4983.87096774194
"1046",3,4633.33333333333
"1047",3,5133.33333333333
"1048",3,4333.33333333333
"1049",3,6018.8679245283
"1050",3,4600
"1051",3,5940
"1052",4,5724.00244798042
"1053",3,5600
"1054",3,5076.92307692308
"1055",3,5480.24357239513
"1056",3,5659.99510044096
"1057",4,4955.50854353133
"1058",4,4919.35483870968
"1059",5,5094.5945945946
"1060",3,6150
"1061",3,4745.04249291785
"1062",3,5000
"1063",4,3571.42857142857
"1064",4,5950.09596928983
"1065",3,5489.99667663676
"1066",3,5312.5
"1067",3,6102.0022071575
"1068",3,4843.75
"1069",4,5871.91820276498
"1070",4,4788.7323943662
"1071",3,4915.25423728814
"1072",3,5537.03703703704
"1073",4,3332.40740740741
"1074",3,5982.14285714286
"1075",3,5902.20170454545
"1076",3,4245.61403508772
"1077",3,5537.03703703704
"1078",3,3944.44444444444
"1079",3,5965.80164956749
"1080",5,3615.38461538462
"1081",3,3436.97478991597
"1082",4,4268.93009605123
"1083",3,5700
"1084",4,5183.7037037037
"1085",3,4218.75
"1086",3,4982.14285714286
"1087",3,6102.5641025641
"1088",3,6100
"1089",3,6100
"1090",3,5351.33376707873
"1091",3,3555.66454144188
"1092",3,5047.61904761905
"1093",4,5192.30769230769
"1094",3,3877.55102040816
"1095",3,4557.29166666667
"1096",3,5571.42857142857
"1097",3,5851.06382978723
"1098",4,4755.81395348837
"1099",3,5673.28549974971
"1100",4,4672.13114754098
"1101",3,4472.72727272727
"1102",3,5812.5
"1103",4,4411.76470588235
"1104",3,3785.04672897196
"1105",3,4372.24669603524
"1106",3,4312.88924558587
"1107",3,6150
"1108",3,5350
"1109",4,6199.62802231866
"1110",3,6108.10810810811
"1111",3,6122.44897959184
"1112",4,4847.22222222222
"1113",3,5327.86885245902
"1114",3,6050
"1115",3,4307.69230769231
"1116",3,4776.57935285054
"1117",3,3308.82352941176
"1118",3,5391.89189189189
"1119",3,5351.33376707873
"1120",3,5612.5
"1121",4,5660.00289729103
"1122",3,4810.12658227848
"1123",4,5561.22448979592
"1124",4,3925.23364485981
"1125",3,5545.45454545455
"1126",3,5977.27272727273
"1127",4,4058.82352941176
"1128",3,5230.0157425223
"1129",3,4005.20156046814
"1130",3,4764.70588235294
"1131",3,6200
"1132",3,6050.00968429208
"1133",4,3368.54460093897
"1134",3,4235.10466988728
"1135",3,3546.51162790698
"1136",3,6150.00960984048
"1137",3,3455.69620253165
"1138",3,5076.92307692308
"1139",3,4199.06687402799
"1140",4,3973.33333333333
