"","temp2.Liczba_pokoi","temp2.Cena4m2"
"1141",3,4443.47319347319
"1142",4,5369.23076923077
"1143",5,3388.88888888889
"1144",4,4976.37795275591
"1145",3,6200
"1146",4,4632.35294117647
"1147",3,4980.76923076923
"1148",3,5660.00318319274
"1149",3,4950.49504950495
"1150",4,4684.56375838926
"1151",4,4859.64627616421
"1152",4,5035.3982300885
"1153",3,5850
"1154",3,5800
"1155",4,5705.55555555556
"1156",4,3774.50980392157
"1157",3,4757.00934579439
"1158",3,5321.82103610675
"1159",4,5659.99368985644
"1160",3,3944.44444444444
"1161",3,5616.66666666667
"1162",3,4318.18181818182
"1163",3,6155.9916274202
"1164",3,5904.22222222222
"1165",3,5721.31147540984
"1166",4,4119.5652173913
"1167",5,4272.86356821589
"1168",4,5497.20121028744
"1169",3,4294.25837320574
"1170",3,4464.28571428571
"1171",3,5370.37037037037
"1172",3,6050
"1173",3,5560.00357909807
"1174",3,5571.42857142857
"1175",3,4898.14814814815
"1176",3,6050.01034126163
"1177",3,5535.71428571429
"1178",3,4000
"1179",3,4816.66666666667
"1180",4,4619.85216473073
"1181",3,3178.06041335453
"1182",4,2983.87096774194
"1183",3,6047.99270072993
"1184",3,4905.66037735849
"1185",3,4915.25423728814
"1186",3,6122.80701754386
"1187",3,4907.69230769231
"1188",5,5752.21238938053
"1189",4,3707.31707317073
"1190",4,4588.45468257233
"1191",3,5115.8940397351
"1192",3,5924.58895252171
"1193",4,3894.87870619946
"1194",3,4551.02040816327
"1195",3,4382.42280285036
"1196",5,5000
"1197",4,6050
"1198",3,4787.23404255319
"1199",3,4772.72727272727
"1200",3,5609.99498579308
"1201",3,4515.625
"1202",3,3516.52768009645
"1203",4,4590.08638420403
"1204",3,4333.33333333333
"1205",4,4790
"1206",3,5416.66666666667
"1207",3,4656.25
"1208",3,5161.29032258064
"1209",3,5067.79661016949
"1210",4,3986.66666666667
"1211",3,5417.6072234763
"1212",3,4336.95652173913
"1213",4,4202.00462606014
"1214",3,6102.00715730512
"1215",3,4596.77419354839
"1216",5,4350
"1217",3,5900
"1218",3,5657.59637188209
"1219",3,5566.8358714044
"1220",4,4716.21621621622
"1221",4,5369.23076923077
"1222",3,4500
"1223",3,6037.7358490566
"1224",3,4656.25
"1225",4,5174.16300304363
"1226",3,5783.69905956113
"1227",3,5011.23595505618
"1228",3,5660.00638365784
"1229",3,4803.92156862745
"1230",3,5334.7280334728
"1231",3,3946.66666666667
"1232",4,4294.73684210526
"1233",3,6238.53211009174
"1234",3,6100
"1235",3,5693.87755102041
"1236",3,4398.82697947214
"1237",3,4478.33065810594
"1238",3,5059.22165820643
"1239",3,5606.06060606061
"1240",3,6189.65517241379
"1241",4,4060.07751937984
"1242",4,4892.1568627451
"1243",3,6114.28571428571
"1244",3,4776.57935285054
"1245",4,4851.75202156334
"1246",3,5810.0073313783
"1247",3,4932.37867939539
"1248",3,4255.31914893617
"1249",4,5619.72899728997
"1250",3,5897.4358974359
"1251",3,6100
"1252",3,5750.40268456376
"1253",3,4433.33333333333
"1254",3,5859.99154155213
"1255",4,3500
"1256",4,6250
"1257",3,5279.41176470588
"1258",3,5893.93939393939
"1259",3,4706.89655172414
"1260",4,4253.33333333333
"1261",4,4700
"1262",3,4113.92405063291
"1263",4,4647.88732394366
"1264",3,5097.45127436282
"1265",3,3254.54545454545
"1266",3,4773.14719770068
"1267",3,4560
"1268",5,5889.64662120273
"1269",3,5844.8275862069
"1270",3,5812.5
"1271",4,5659.63280293758
"1272",3,5194.80519480519
"1273",3,5778.56197617997
"1274",5,4088.05031446541
"1275",4,5211.2676056338
"1276",3,5701.2987012987
"1277",3,5079.36507936508
"1278",3,4234.04255319149
"1279",5,4842.1052631579
"1280",3,5399.18809201624
"1281",3,6155.99937830277
"1282",4,3396.63011500401
"1283",4,5730.87797050508
"1284",4,4117.64705882353
"1285",3,5333.33333333333
"1286",3,6208.33333333333
"1287",4,4200
"1288",3,5085.10638297872
"1289",3,5443.23483670296
"1290",3,4769.47535771065
"1291",3,4730.15873015873
"1292",4,5759.99709175513
"1293",4,5081.63265306122
"1294",3,3863.04909560723
"1295",3,5987.39495798319
"1296",3,4320.75471698113
"1297",3,5066.92160611855
"1298",4,6100
"1299",3,4761.90476190476
"1300",3,3888.88888888889
"1301",3,5431.19266055046
"1302",3,5937.5
"1303",3,3612.33480176211
"1304",5,4038.46153846154
"1305",3,4487.17948717949
"1306",4,5789.62519595269
"1307",4,5403.22580645161
"1308",3,6100
"1309",3,5900
"1310",3,4855.91466327018
"1311",3,4765.10067114094
"1312",4,3387.7901977644
"1313",3,6148.93617021277
"1314",3,2262.1359223301
"1315",3,5405.40540540541
"1316",3,5238.82896764253
"1317",3,5700
"1318",3,5981.48148148148
"1319",3,4696.9696969697
"1320",3,4791.22859717633
"1321",4,3329.76731746456
"1322",3,3863.63636363636
"1323",3,3591.90556492411
"1324",4,4583.33333333333
"1325",4,5306.12244897959
"1326",3,5471.69811320755
"1327",3,5000
"1328",4,6061.25280119518
"1329",4,5237.5
"1330",4,3948.63563402889
"1331",4,6013.94018205462
"1332",3,5327.86885245902
"1333",3,5075.47169811321
"1334",3,5391.12050739958
"1335",6,4127.37799834574
"1336",3,4753.84615384615
"1337",3,4477.61194029851
"1338",3,4921.875
"1339",3,4600
"1340",3,4210.52631578947
"1341",3,2484.375
"1342",3,4731.45780051151
"1343",3,6100
"1344",4,5013.58695652174
"1345",4,4682.35294117647
"1346",3,5257.84753363229
"1347",4,4605.6338028169
"1348",4,4569.23076923077
"1349",4,4790
"1350",4,4607.08782742681
"1351",3,4347.82608695652
"1352",3,4873.41772151899
"1353",4,5962.62295081967
"1354",3,4963.6803874092
"1355",3,4403.13111545988
"1356",4,4368.75
"1357",3,5000
"1358",10,2370.37037037037
"1359",4,3825.5033557047
"1360",3,5710.00881057269
"1361",3,3164.70588235294
"1362",4,4838.27493261455
"1363",4,5840.93454952792
"1364",5,3000
"1365",3,5000
"1366",4,4052.58877744646
"1367",3,5786.51685393258
"1368",3,4769.23076923077
"1369",4,4018.61252115059
"1370",4,5858.58129016901
"1371",4,5071.42857142857
"1372",5,5036.49635036496
"1373",4,3559.32203389831
"1374",3,5000
"1375",4,3001.57977883096
"1376",4,5650
"1377",3,5515.84625758597
"1378",4,5610
"1379",3,3594.93670886076
"1380",4,5896.2962962963
"1381",3,4706.89655172414
"1382",4,5250
"1383",3,5186.66666666667
"1384",4,3875
"1385",3,3580.56265984655
"1386",3,5606.06060606061
"1387",3,5902.19858156028
"1388",3,6013.69863013699
"1389",3,4284.28571428571
"1390",4,6050
"1391",3,6147.96804445988
"1392",4,6206.80769230769
"1393",3,6064.3427741467
"1394",4,5056.30630630631
"1395",4,5940
"1396",3,6250
"1397",3,5075.47169811321
"1398",3,5340.20618556701
"1399",3,5188.67924528302
"1400",3,5686.85376661743
"1401",3,4000
"1402",4,2997.69408147579
"1403",4,3761.46788990826
"1404",4,5931.06031254036
"1405",3,5686.85376661743
"1406",3,4121.30637636081
"1407",3,6020.83333333333
"1408",3,5958.90410958904
"1409",3,6209.99534378395
"1410",3,5371.79487179487
"1411",4,4642.85714285714
"1412",3,5471.69811320755
"1413",3,4168.22878228782
"1414",4,5660.0063481987
"1415",3,5850
"1416",3,4053.09734513274
"1417",4,5106.68563300142
"1418",3,5965.80164956749
"1419",4,4969.23076923077
"1420",4,6200
"1421",3,5809.99291282778
"1422",3,4113.92405063291
"1423",3,5371.79487179487
"1424",4,4605.26315789474
"1425",3,5629.03225806452
"1426",4,6027.15742057847
"1427",3,5104.16666666667
"1428",3,4446.15384615385
"1429",3,4487.17948717949
"1430",3,5504
"1431",3,5312.5
"1432",7,4333.33333333333
"1433",4,5634.9593495935
"1434",5,4539.16412953224
"1435",3,4508.19672131148
"1436",3,5140.18691588785
"1437",4,5108.02919708029
"1438",4,4950
"1439",4,3925.23364485981
"1440",4,5761.53846153846
"1441",3,4656.25
"1442",3,5365.85365853659
"1443",4,4385.58775475105
"1444",3,4621.21212121212
"1445",3,5350
"1446",3,6050
"1447",3,5245.61403508772
"1448",3,3984.375
"1449",3,3025.51640340219
"1450",3,5913.81872213967
"1451",3,6000
"1452",3,4905.66037735849
"1453",3,3695.65217391304
"1454",4,4714.67391304348
"1455",3,4591.19496855346
"1456",3,6216.66666666667
"1457",3,4383.56164383562
"1458",5,4294.78850873394
"1459",3,4925.92592592593
"1460",3,6084.74576271186
"1461",3,4745.04249291785
"1462",3,6150.0092575449
"1463",5,4901.74672489083
"1464",3,4746.03174603175
"1465",3,6050.01054629825
"1466",3,5673.07692307692
"1467",3,4656.25
"1468",4,5760
"1469",3,5294.11764705882
"1470",3,6150
"1471",3,4841.26984126984
"1472",4,3108.10810810811
"1473",3,5578.46153846154
"1474",4,4193.27731092437
"1475",4,5582.47903075489
"1476",3,5937.5
"1477",4,3229.72972972973
"1478",3,5700
"1479",5,5698.9247311828
"1480",3,5507.64951321279
"1481",3,6052.63157894737
"1482",3,4609.375
"1483",3,3990.90909090909
"1484",3,5059.22165820643
"1485",4,4612.5
"1486",3,4799.66611018364
"1487",3,5008.34724540902
"1488",4,4967.99592160417
"1489",3,4955.68888888889
"1490",5,4407.40740740741
"1491",3,5078.125
"1492",4,5214.00778210117
"1493",3,5076.92307692308
"1494",3,4921.875
"1495",3,3618.18181818182
"1496",4,3910.89108910891
"1497",3,6250.01110864252
"1498",3,4806.45161290323
"1499",3,6150
"1500",3,4984.61538461538
"1501",3,4138.46153846154
"1502",3,6050
"1503",3,4148.93617021277
"1504",3,5000
"1505",3,5800
"1506",3,5959.99133073255
"1507",3,4149.25373134328
"1508",3,5104.81677068331
"1509",3,5753.61481481481
"1510",3,4140.625
"1511",3,5659.20103092784
"1512",4,5000
"1513",3,5582.96546351597
"1514",3,4021.73913043478
"1515",4,5625
"1516",3,6100
"1517",4,5844.30705190989
"1518",3,5444.44444444444
"1519",3,4609.375
"1520",3,6050
"1521",3,5965.79053780833
"1522",5,3615.38461538462
"1523",4,5129.65050732807
"1524",3,5900.81944444444
"1525",4,5084.74576271186
"1526",3,5711.86440677966
"1527",3,3737.5
"1528",3,6101.99964918435
"1529",3,5780.34682080925
"1530",4,2963.11419627059
"1531",5,5594.40559440559
"1532",4,3467.39130434783
"1533",3,5338.41754051478
"1534",3,5833.33333333333
"1535",4,3570.757376433
"1536",3,5924.59264236519
"1537",3,4469.82055464927
"1538",3,5264.15094339623
"1539",3,5000
"1540",3,5750
"1541",3,5131.57894736842
"1542",4,3500
"1543",4,4583.33333333333
"1544",3,5384.61538461538
"1545",3,4310.81081081081
"1546",4,4892.30769230769
"1547",3,4487.17948717949
"1548",3,5590.57730590577
"1549",3,5184.80492813142
"1550",4,4122.80701754386
"1551",4,5294.11764705882
"1552",4,3854.16666666667
"1553",5,4539.16412953224
"1554",3,5327.86885245902
"1555",3,5241.93548387097
"1556",3,5348.04753820034
"1557",3,5710
"1558",3,3318.18181818182
"1559",3,5710
"1560",4,4894.81065918654
"1561",4,4485.71428571429
"1562",3,5082.82708549415
"1563",3,5000
"1564",3,4188.40579710145
"1565",3,5504
"1566",4,4757.08502024292
"1567",3,4633.33333333333
"1568",3,5377.35849056604
"1569",3,5065.78947368421
"1570",3,5208.33333333333
"1571",3,5950.4132231405
"1572",3,4521.96382428941
"1573",3,4632.15258855586
"1574",3,5714.77311497782
"1575",3,5936.17021276596
"1576",4,5421.68674698795
"1577",3,4483.14606741573
"1578",4,2861.53846153846
"1579",3,4327.78489116517
"1580",3,4819.07620476905
"1581",3,5007.70416024653
"1582",3,4746.03174603175
"1583",3,4846.15384615385
"1584",3,3867.34693877551
"1585",3,3500
"1586",3,5461.7676266137
"1587",4,5000
"1588",3,4424.77876106195
"1589",3,3982.30088495575
"1590",3,6000
"1591",3,5859.99170812604
"1592",3,5965.80320896965
"1593",5,5043.85964912281
"1594",3,4008.81057268722
"1595",5,5594.40559440559
